pose,center,size,color,value,total_dust
"(6.5, 4.125, 0)","(6.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,13657,4036951
"(6.125, 4.5, 0)","(6.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,17839,4036951
"(6.5, 5.875, 0)","(6.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,17729,4036951
"(6.875, 5.5, 0)","(6.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,12133,4036951
"(6.5, 5.125, 0)","(6.5, 5.5, 0)","[0.4, 0.25, 0]",Red,18360,4036951
"(6.125, 5.5, 0)","(6.5, 5.5, 0)","[0.25, 0.4, 0]",Green,7175,4036951
"(6.5, 6.875, 0)","(6.5, 6.5, 0)","[0.4, 0.25, 0]",Red,19920,4036951
"(6.875, 6.5, 0)","(6.5, 6.5, 0)","[0.25, 0.4, 0]",Green,9090,4036951
"(6.5, 6.125, 0)","(6.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,15644,4036951
"(6.125, 6.5, 0)","(6.5, 6.5, 0)","[0.25, 0.4, 0]",Red,19954,4036951
"(6.5, 7.875, 0)","(6.5, 7.5, 0)","[0.4, 0.25, 0]",Red,19687,4036951
"(6.875, 7.5, 0)","(6.5, 7.5, 0)","[0.25, 0.4, 0]",Green,9769,4036951
"(6.5, 7.125, 0)","(6.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,16685,4036951
"(6.125, 7.5, 0)","(6.5, 7.5, 0)","[0.25, 0.4, 0]",Green,7057,4036951
"(6.5, 8.875, 0)","(6.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,15376,4036951
"(6.875, 8.5, 0)","(6.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,13826,4036951
"(6.5, 8.125, 0)","(6.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,1070,4036951
"(6.125, 8.5, 0)","(6.5, 8.5, 0)","[0.25, 0.4, 0]",Green,6889,4036951
"(6.5, 9.875, 0)","(6.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,12952,4036951
"(6.875, 9.5, 0)","(6.5, 9.5, 0)","[0.25, 0.4, 0]",Green,4990,4036951
"(6.5, 9.125, 0)","(6.5, 9.5, 0)","[0.4, 0.25, 0]",Green,7094,4036951
"(6.125, 9.5, 0)","(6.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,247,4036951
"(7.5, 0.875, 0)","(7.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,12959,4036951
"(7.875, 0.5, 0)","(7.5, 0.5, 0)","[0.25, 0.4, 0]",Red,18020,4036951
"(7.5, 0.125, 0)","(7.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,16838,4036951
"(7.125, 0.5, 0)","(7.5, 0.5, 0)","[0.25, 0.4, 0]",Green,4147,4036951
"(7.5, 1.875, 0)","(7.5, 1.5, 0)","[0.4, 0.25, 0]",Gray,2798,4036951
"(7.875, 1.5, 0)","(7.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,17285,4036951
"(7.5, 1.125, 0)","(7.5, 1.5, 0)","[0.4, 0.25, 0]",Red,18632,4036951
"(7.125, 1.5, 0)","(7.5, 1.5, 0)","[0.25, 0.4, 0]",Green,7485,4036951
"(7.5, 2.875, 0)","(7.5, 2.5, 0)","[0.4, 0.25, 0]",Green,4177,4036951
"(7.875, 2.5, 0)","(7.5, 2.5, 0)","[0.25, 0.4, 0]",Red,19228,4036951
"(7.5, 2.125, 0)","(7.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,13895,4036951
"(7.125, 2.5, 0)","(7.5, 2.5, 0)","[0.25, 0.4, 0]",Gray,621,4036951
"(7.5, 3.875, 0)","(7.5, 3.5, 0)","[0.4, 0.25, 0]",Gray,271,4036951
"(7.875, 3.5, 0)","(7.5, 3.5, 0)","[0.25, 0.4, 0]",Green,5708,4036951
"(7.5, 3.125, 0)","(7.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,15650,4036951
"(7.125, 3.5, 0)","(7.5, 3.5, 0)","[0.25, 0.4, 0]",Green,4851,4036951
"(7.5, 4.875, 0)","(7.5, 4.5, 0)","[0.4, 0.25, 0]",Green,6842,4036951
"(7.875, 4.5, 0)","(7.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,330,4036951
"(7.5, 4.125, 0)","(7.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,12273,4036951
"(7.125, 4.5, 0)","(7.5, 4.5, 0)","[0.25, 0.4, 0]",Green,5029,4036951
"(7.5, 5.875, 0)","(7.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,15668,4036951
"(7.875, 5.5, 0)","(7.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,13535,4036951
"(7.5, 5.125, 0)","(7.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,13114,4036951
"(7.125, 5.5, 0)","(7.5, 5.5, 0)","[0.25, 0.4, 0]",Green,7578,4036951
"(7.5, 6.875, 0)","(7.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,16135,4036951
"(7.875, 6.5, 0)","(7.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,16197,4036951
"(7.5, 6.125, 0)","(7.5, 6.5, 0)","[0.4, 0.25, 0]",Green,5343,4036951
"(7.125, 6.5, 0)","(7.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,12175,4036951
"(7.5, 7.875, 0)","(7.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,14308,4036951
"(7.875, 7.5, 0)","(7.5, 7.5, 0)","[0.25, 0.4, 0]",Gray,1157,4036951
"(7.5, 7.125, 0)","(7.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,3638,4036951
"(7.125, 7.5, 0)","(7.5, 7.5, 0)","[0.25, 0.4, 0]",Green,8163,4036951
"(7.5, 8.875, 0)","(7.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,2756,4036951
"(7.875, 8.5, 0)","(7.5, 8.5, 0)","[0.25, 0.4, 0]",Gray,1266,4036951
"(7.5, 8.125, 0)","(7.5, 8.5, 0)","[0.4, 0.25, 0]",Red,18193,4036951
"(7.125, 8.5, 0)","(7.5, 8.5, 0)","[0.25, 0.4, 0]",Green,5765,4036951
"(7.5, 9.875, 0)","(7.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,3848,4036951
"(7.875, 9.5, 0)","(7.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,12301,4036951
"(7.5, 9.125, 0)","(7.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,12838,4036951
"(7.125, 9.5, 0)","(7.5, 9.5, 0)","[0.25, 0.4, 0]",Green,4486,4036951
"(8.5, 0.875, 0)","(8.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,12975,4036951
"(8.875, 0.5, 0)","(8.5, 0.5, 0)","[0.25, 0.4, 0]",Green,8625,4036951
"(8.5, 0.125, 0)","(8.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,11712,4036951
"(8.125, 0.5, 0)","(8.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,13817,4036951
"(8.5, 1.875, 0)","(8.5, 1.5, 0)","[0.4, 0.25, 0]",Gray,2915,4036951
"(8.875, 1.5, 0)","(8.5, 1.5, 0)","[0.25, 0.4, 0]",Red,18007,4036951
"(8.5, 1.125, 0)","(8.5, 1.5, 0)","[0.4, 0.25, 0]",Green,6140,4036951
"(8.125, 1.5, 0)","(8.5, 1.5, 0)","[0.25, 0.4, 0]",Green,5869,4036951
"(8.5, 2.875, 0)","(8.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,2124,4036951
"(8.875, 2.5, 0)","(8.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,10723,4036951
"(8.5, 2.125, 0)","(8.5, 2.5, 0)","[0.4, 0.25, 0]",Green,8358,4036951
"(8.125, 2.5, 0)","(8.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,12932,4036951
"(8.5, 3.875, 0)","(8.5, 3.5, 0)","[0.4, 0.25, 0]",Red,19632,4036951
"(8.875, 3.5, 0)","(8.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,15003,4036951
"(8.5, 3.125, 0)","(8.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,10669,4036951
"(8.125, 3.5, 0)","(8.5, 3.5, 0)","[0.25, 0.4, 0]",Green,5697,4036951
"(8.5, 4.875, 0)","(8.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,15426,4036951
"(8.875, 4.5, 0)","(8.5, 4.5, 0)","[0.25, 0.4, 0]",Red,18159,4036951
"(8.5, 4.125, 0)","(8.5, 4.5, 0)","[0.4, 0.25, 0]",Green,8579,4036951
"(8.125, 4.5, 0)","(8.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,3103,4036951
"(8.5, 5.875, 0)","(8.5, 5.5, 0)","[0.4, 0.25, 0]",Green,5219,4036951
"(8.875, 5.5, 0)","(8.5, 5.5, 0)","[0.25, 0.4, 0]",Green,6083,4036951
"(8.5, 5.125, 0)","(8.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,17540,4036951
"(8.125, 5.5, 0)","(8.5, 5.5, 0)","[0.25, 0.4, 0]",Green,9087,4036951
"(8.5, 6.875, 0)","(8.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,17405,4036951
"(8.875, 6.5, 0)","(8.5, 6.5, 0)","[0.25, 0.4, 0]",Green,8704,4036951
"(8.5, 6.125, 0)","(8.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,384,4036951
"(8.125, 6.5, 0)","(8.5, 6.5, 0)","[0.25, 0.4, 0]",Green,4103,4036951
"(8.5, 7.875, 0)","(8.5, 7.5, 0)","[0.4, 0.25, 0]",Green,4538,4036951
"(8.875, 7.5, 0)","(8.5, 7.5, 0)","[0.25, 0.4, 0]",Green,5778,4036951
"(8.5, 7.125, 0)","(8.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,17816,4036951
"(8.125, 7.5, 0)","(8.5, 7.5, 0)","[0.25, 0.4, 0]",Gray,794,4036951
"(8.5, 8.875, 0)","(8.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,2240,4036951
"(8.875, 8.5, 0)","(8.5, 8.5, 0)","[0.25, 0.4, 0]",Green,5443,4036951
"(8.5, 8.125, 0)","(8.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,1488,4036951
"(8.125, 8.5, 0)","(8.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,15491,4036951
"(8.5, 9.875, 0)","(8.5, 9.5, 0)","[0.4, 0.25, 0]",Red,18371,4036951
"(8.875, 9.5, 0)","(8.5, 9.5, 0)","[0.25, 0.4, 0]",Green,9622,4036951
"(8.5, 9.125, 0)","(8.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,12764,4036951
"(8.125, 9.5, 0)","(8.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,15969,4036951
"(9.5, 0.875, 0)","(9.5, 0.5, 0)","[0.4, 0.25, 0]",Green,5720,4036951
"(9.875, 0.5, 0)","(9.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,11156,4036951
"(9.5, 0.125, 0)","(9.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,3218,4036951
"(9.125, 0.5, 0)","(9.5, 0.5, 0)","[0.25, 0.4, 0]",Red,18752,4036951
"(9.5, 1.875, 0)","(9.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,12124,4036951
"(9.875, 1.5, 0)","(9.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,17948,4036951
"(9.5, 1.125, 0)","(9.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,11848,4036951
"(9.125, 1.5, 0)","(9.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,12684,4036951
"(9.5, 2.875, 0)","(9.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,17387,4036951
"(9.875, 2.5, 0)","(9.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,17499,4036951
"(9.5, 2.125, 0)","(9.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,16962,4036951
"(9.125, 2.5, 0)","(9.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,10157,4036951
"(9.5, 3.875, 0)","(9.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,17186,4036951
"(9.875, 3.5, 0)","(9.5, 3.5, 0)","[0.25, 0.4, 0]",Red,18633,4036951
"(9.5, 3.125, 0)","(9.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,12169,4036951
"(9.125, 3.5, 0)","(9.5, 3.5, 0)","[0.25, 0.4, 0]",Green,5990,4036951
"(9.5, 4.875, 0)","(9.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,465,4036951
"(9.875, 4.5, 0)","(9.5, 4.5, 0)","[0.25, 0.4, 0]",Green,8636,4036951
"(9.5, 4.125, 0)","(9.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,3328,4036951
"(9.125, 4.5, 0)","(9.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,289,4036951
"(9.5, 5.875, 0)","(9.5, 5.5, 0)","[0.4, 0.25, 0]",Green,5941,4036951
"(9.875, 5.5, 0)","(9.5, 5.5, 0)","[0.25, 0.4, 0]",Gray,3403,4036951
"(9.5, 5.125, 0)","(9.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,10699,4036951
"(9.125, 5.5, 0)","(9.5, 5.5, 0)","[0.25, 0.4, 0]",Red,18238,4036951
"(9.5, 6.875, 0)","(9.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,17956,4036951
"(9.875, 6.5, 0)","(9.5, 6.5, 0)","[0.25, 0.4, 0]",Gray,1826,4036951
"(9.5, 6.125, 0)","(9.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,15385,4036951
"(9.125, 6.5, 0)","(9.5, 6.5, 0)","[0.25, 0.4, 0]",Gray,915,4036951
"(9.5, 7.875, 0)","(9.5, 7.5, 0)","[0.4, 0.25, 0]",Green,5944,4036951
"(9.875, 7.5, 0)","(9.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,12274,4036951
"(9.5, 7.125, 0)","(9.5, 7.5, 0)","[0.4, 0.25, 0]",Green,4916,4036951
"(9.125, 7.5, 0)","(9.5, 7.5, 0)","[0.25, 0.4, 0]",Green,7223,4036951
"(9.5, 8.875, 0)","(9.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,3441,4036951
"(9.875, 8.5, 0)","(9.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,12128,4036951
"(9.5, 8.125, 0)","(9.5, 8.5, 0)","[0.4, 0.25, 0]",Green,9320,4036951
"(9.125, 8.5, 0)","(9.5, 8.5, 0)","[0.25, 0.4, 0]",Green,4184,4036951
"(9.5, 9.875, 0)","(9.5, 9.5, 0)","[0.4, 0.25, 0]",Green,4127,4036951
"(9.875, 9.5, 0)","(9.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,14814,4036951
"(9.5, 9.125, 0)","(9.5, 9.5, 0)","[0.4, 0.25, 0]",Green,5899,4036951
"(9.125, 9.5, 0)","(9.5, 9.5, 0)","[0.25, 0.4, 0]",Red,19466,4036951
