pose,center,size,color,value,total_dust
"(6.5, 4.125, 0)","(6.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,2556,4022686
"(6.125, 4.5, 0)","(6.5, 4.5, 0)","[0.25, 0.4, 0]",Red,19979,4022686
"(6.5, 5.875, 0)","(6.5, 5.5, 0)","[0.4, 0.25, 0]",Gray,2466,4022686
"(6.875, 5.5, 0)","(6.5, 5.5, 0)","[0.25, 0.4, 0]",Gray,350,4022686
"(6.5, 5.125, 0)","(6.5, 5.5, 0)","[0.4, 0.25, 0]",Green,8897,4022686
"(6.125, 5.5, 0)","(6.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,17200,4022686
"(6.5, 6.875, 0)","(6.5, 6.5, 0)","[0.4, 0.25, 0]",Green,9487,4022686
"(6.875, 6.5, 0)","(6.5, 6.5, 0)","[0.25, 0.4, 0]",Green,5153,4022686
"(6.5, 6.125, 0)","(6.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,445,4022686
"(6.125, 6.5, 0)","(6.5, 6.5, 0)","[0.25, 0.4, 0]",Green,6944,4022686
"(6.5, 7.875, 0)","(6.5, 7.5, 0)","[0.4, 0.25, 0]",Red,18036,4022686
"(6.875, 7.5, 0)","(6.5, 7.5, 0)","[0.25, 0.4, 0]",Red,19199,4022686
"(6.5, 7.125, 0)","(6.5, 7.5, 0)","[0.4, 0.25, 0]",Red,19750,4022686
"(6.125, 7.5, 0)","(6.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,13824,4022686
"(6.5, 8.875, 0)","(6.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,11492,4022686
"(6.875, 8.5, 0)","(6.5, 8.5, 0)","[0.25, 0.4, 0]",Green,6254,4022686
"(6.5, 8.125, 0)","(6.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,17265,4022686
"(6.125, 8.5, 0)","(6.5, 8.5, 0)","[0.25, 0.4, 0]",Green,5107,4022686
"(6.5, 9.875, 0)","(6.5, 9.5, 0)","[0.4, 0.25, 0]",Green,9312,4022686
"(6.875, 9.5, 0)","(6.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,13100,4022686
"(6.5, 9.125, 0)","(6.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,3518,4022686
"(6.125, 9.5, 0)","(6.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,16266,4022686
"(7.5, 0.875, 0)","(7.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,16180,4022686
"(7.875, 0.5, 0)","(7.5, 0.5, 0)","[0.25, 0.4, 0]",Gray,2331,4022686
"(7.5, 0.125, 0)","(7.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,10230,4022686
"(7.125, 0.5, 0)","(7.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,10425,4022686
"(7.5, 1.875, 0)","(7.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,12313,4022686
"(7.875, 1.5, 0)","(7.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,14071,4022686
"(7.5, 1.125, 0)","(7.5, 1.5, 0)","[0.4, 0.25, 0]",Red,18752,4022686
"(7.125, 1.5, 0)","(7.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,14389,4022686
"(7.5, 2.875, 0)","(7.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,16003,4022686
"(7.875, 2.5, 0)","(7.5, 2.5, 0)","[0.25, 0.4, 0]",Green,6028,4022686
"(7.5, 2.125, 0)","(7.5, 2.5, 0)","[0.4, 0.25, 0]",Green,8938,4022686
"(7.125, 2.5, 0)","(7.5, 2.5, 0)","[0.25, 0.4, 0]",Green,6092,4022686
"(7.5, 3.875, 0)","(7.5, 3.5, 0)","[0.4, 0.25, 0]",Green,9396,4022686
"(7.875, 3.5, 0)","(7.5, 3.5, 0)","[0.25, 0.4, 0]",Green,5002,4022686
"(7.5, 3.125, 0)","(7.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,12615,4022686
"(7.125, 3.5, 0)","(7.5, 3.5, 0)","[0.25, 0.4, 0]",Red,19582,4022686
"(7.5, 4.875, 0)","(7.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,13324,4022686
"(7.875, 4.5, 0)","(7.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,12548,4022686
"(7.5, 4.125, 0)","(7.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,2641,4022686
"(7.125, 4.5, 0)","(7.5, 4.5, 0)","[0.25, 0.4, 0]",Green,7363,4022686
"(7.5, 5.875, 0)","(7.5, 5.5, 0)","[0.4, 0.25, 0]",Green,9803,4022686
"(7.875, 5.5, 0)","(7.5, 5.5, 0)","[0.25, 0.4, 0]",Gray,1895,4022686
"(7.5, 5.125, 0)","(7.5, 5.5, 0)","[0.4, 0.25, 0]",Gray,3770,4022686
"(7.125, 5.5, 0)","(7.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,14023,4022686
"(7.5, 6.875, 0)","(7.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,1986,4022686
"(7.875, 6.5, 0)","(7.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,16542,4022686
"(7.5, 6.125, 0)","(7.5, 6.5, 0)","[0.4, 0.25, 0]",Green,7167,4022686
"(7.125, 6.5, 0)","(7.5, 6.5, 0)","[0.25, 0.4, 0]",Green,5141,4022686
"(7.5, 7.875, 0)","(7.5, 7.5, 0)","[0.4, 0.25, 0]",Red,19731,4022686
"(7.875, 7.5, 0)","(7.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,14883,4022686
"(7.5, 7.125, 0)","(7.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,10443,4022686
"(7.125, 7.5, 0)","(7.5, 7.5, 0)","[0.25, 0.4, 0]",Green,4680,4022686
"(7.5, 8.875, 0)","(7.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,16241,4022686
"(7.875, 8.5, 0)","(7.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,12157,4022686
"(7.5, 8.125, 0)","(7.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,2538,4022686
"(7.125, 8.5, 0)","(7.5, 8.5, 0)","[0.25, 0.4, 0]",Green,9924,4022686
"(7.5, 9.875, 0)","(7.5, 9.5, 0)","[0.4, 0.25, 0]",Red,18637,4022686
"(7.875, 9.5, 0)","(7.5, 9.5, 0)","[0.25, 0.4, 0]",Green,7580,4022686
"(7.5, 9.125, 0)","(7.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,1491,4022686
"(7.125, 9.5, 0)","(7.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,10667,4022686
"(8.5, 0.875, 0)","(8.5, 0.5, 0)","[0.4, 0.25, 0]",Red,18829,4022686
"(8.875, 0.5, 0)","(8.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,17583,4022686
"(8.5, 0.125, 0)","(8.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,15574,4022686
"(8.125, 0.5, 0)","(8.5, 0.5, 0)","[0.25, 0.4, 0]",Green,5581,4022686
"(8.5, 1.875, 0)","(8.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,14509,4022686
"(8.875, 1.5, 0)","(8.5, 1.5, 0)","[0.25, 0.4, 0]",Red,18677,4022686
"(8.5, 1.125, 0)","(8.5, 1.5, 0)","[0.4, 0.25, 0]",Red,19086,4022686
"(8.125, 1.5, 0)","(8.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,14162,4022686
"(8.5, 2.875, 0)","(8.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,13347,4022686
"(8.875, 2.5, 0)","(8.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,16206,4022686
"(8.5, 2.125, 0)","(8.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,11790,4022686
"(8.125, 2.5, 0)","(8.5, 2.5, 0)","[0.25, 0.4, 0]",Gray,2583,4022686
"(8.5, 3.875, 0)","(8.5, 3.5, 0)","[0.4, 0.25, 0]",Green,5017,4022686
"(8.875, 3.5, 0)","(8.5, 3.5, 0)","[0.25, 0.4, 0]",Gray,2608,4022686
"(8.5, 3.125, 0)","(8.5, 3.5, 0)","[0.4, 0.25, 0]",Gray,3279,4022686
"(8.125, 3.5, 0)","(8.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,12098,4022686
"(8.5, 4.875, 0)","(8.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,14557,4022686
"(8.875, 4.5, 0)","(8.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,10999,4022686
"(8.5, 4.125, 0)","(8.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,14237,4022686
"(8.125, 4.5, 0)","(8.5, 4.5, 0)","[0.25, 0.4, 0]",Green,5832,4022686
"(8.5, 5.875, 0)","(8.5, 5.5, 0)","[0.4, 0.25, 0]",Gray,2402,4022686
"(8.875, 5.5, 0)","(8.5, 5.5, 0)","[0.25, 0.4, 0]",Gray,3136,4022686
"(8.5, 5.125, 0)","(8.5, 5.5, 0)","[0.4, 0.25, 0]",Green,8375,4022686
"(8.125, 5.5, 0)","(8.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,11536,4022686
"(8.5, 6.875, 0)","(8.5, 6.5, 0)","[0.4, 0.25, 0]",Green,6739,4022686
"(8.875, 6.5, 0)","(8.5, 6.5, 0)","[0.25, 0.4, 0]",Green,6828,4022686
"(8.5, 6.125, 0)","(8.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,949,4022686
"(8.125, 6.5, 0)","(8.5, 6.5, 0)","[0.25, 0.4, 0]",Red,18869,4022686
"(8.5, 7.875, 0)","(8.5, 7.5, 0)","[0.4, 0.25, 0]",Red,19737,4022686
"(8.875, 7.5, 0)","(8.5, 7.5, 0)","[0.25, 0.4, 0]",Red,19577,4022686
"(8.5, 7.125, 0)","(8.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,3526,4022686
"(8.125, 7.5, 0)","(8.5, 7.5, 0)","[0.25, 0.4, 0]",Gray,1735,4022686
"(8.5, 8.875, 0)","(8.5, 8.5, 0)","[0.4, 0.25, 0]",Green,4299,4022686
"(8.875, 8.5, 0)","(8.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,14919,4022686
"(8.5, 8.125, 0)","(8.5, 8.5, 0)","[0.4, 0.25, 0]",Red,18880,4022686
"(8.125, 8.5, 0)","(8.5, 8.5, 0)","[0.25, 0.4, 0]",Gray,2916,4022686
"(8.5, 9.875, 0)","(8.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,13965,4022686
"(8.875, 9.5, 0)","(8.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,14991,4022686
"(8.5, 9.125, 0)","(8.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,739,4022686
"(8.125, 9.5, 0)","(8.5, 9.5, 0)","[0.25, 0.4, 0]",Green,4534,4022686
"(9.5, 0.875, 0)","(9.5, 0.5, 0)","[0.4, 0.25, 0]",Red,18022,4022686
"(9.875, 0.5, 0)","(9.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,12730,4022686
"(9.5, 0.125, 0)","(9.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,2879,4022686
"(9.125, 0.5, 0)","(9.5, 0.5, 0)","[0.25, 0.4, 0]",Green,9159,4022686
"(9.5, 1.875, 0)","(9.5, 1.5, 0)","[0.4, 0.25, 0]",Green,7042,4022686
"(9.875, 1.5, 0)","(9.5, 1.5, 0)","[0.25, 0.4, 0]",Green,5999,4022686
"(9.5, 1.125, 0)","(9.5, 1.5, 0)","[0.4, 0.25, 0]",Red,19271,4022686
"(9.125, 1.5, 0)","(9.5, 1.5, 0)","[0.25, 0.4, 0]",Green,5966,4022686
"(9.5, 2.875, 0)","(9.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,17214,4022686
"(9.875, 2.5, 0)","(9.5, 2.5, 0)","[0.25, 0.4, 0]",Gray,1500,4022686
"(9.5, 2.125, 0)","(9.5, 2.5, 0)","[0.4, 0.25, 0]",Green,9752,4022686
"(9.125, 2.5, 0)","(9.5, 2.5, 0)","[0.25, 0.4, 0]",Green,6281,4022686
"(9.5, 3.875, 0)","(9.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,17099,4022686
"(9.875, 3.5, 0)","(9.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,12344,4022686
"(9.5, 3.125, 0)","(9.5, 3.5, 0)","[0.4, 0.25, 0]",Gray,896,4022686
"(9.125, 3.5, 0)","(9.5, 3.5, 0)","[0.25, 0.4, 0]",Green,4436,4022686
"(9.5, 4.875, 0)","(9.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,10987,4022686
"(9.875, 4.5, 0)","(9.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,722,4022686
"(9.5, 4.125, 0)","(9.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,13088,4022686
"(9.125, 4.5, 0)","(9.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,13774,4022686
"(9.5, 5.875, 0)","(9.5, 5.5, 0)","[0.4, 0.25, 0]",Green,4480,4022686
"(9.875, 5.5, 0)","(9.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,14666,4022686
"(9.5, 5.125, 0)","(9.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,13020,4022686
"(9.125, 5.5, 0)","(9.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,10047,4022686
"(9.5, 6.875, 0)","(9.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,16160,4022686
"(9.875, 6.5, 0)","(9.5, 6.5, 0)","[0.25, 0.4, 0]",Green,9752,4022686
"(9.5, 6.125, 0)","(9.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,3062,4022686
"(9.125, 6.5, 0)","(9.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,13729,4022686
"(9.5, 7.875, 0)","(9.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,517,4022686
"(9.875, 7.5, 0)","(9.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,15013,4022686
"(9.5, 7.125, 0)","(9.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,2345,4022686
"(9.125, 7.5, 0)","(9.5, 7.5, 0)","[0.25, 0.4, 0]",Red,19562,4022686
"(9.5, 8.875, 0)","(9.5, 8.5, 0)","[0.4, 0.25, 0]",Red,19584,4022686
"(9.875, 8.5, 0)","(9.5, 8.5, 0)","[0.25, 0.4, 0]",Green,7754,4022686
"(9.5, 8.125, 0)","(9.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,2303,4022686
"(9.125, 8.5, 0)","(9.5, 8.5, 0)","[0.25, 0.4, 0]",Gray,2106,4022686
"(9.5, 9.875, 0)","(9.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,10463,4022686
"(9.875, 9.5, 0)","(9.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,16517,4022686
"(9.5, 9.125, 0)","(9.5, 9.5, 0)","[0.4, 0.25, 0]",Green,7044,4022686
"(9.125, 9.5, 0)","(9.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,15546,4022686
"(0.5, 0.875, 0)","(0.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,15906,4007650
"(0.875, 0.5, 0)","(0.5, 0.5, 0)","[0.25, 0.4, 0]",Green,7417,4007650
"(0.5, 0.125, 0)","(0.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,11366,4007650
"(0.125, 0.5, 0)","(0.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,17362,4007650
"(0.5, 1.875, 0)","(0.5, 1.5, 0)","[0.4, 0.25, 0]",Green,8170,4007650
"(0.875, 1.5, 0)","(0.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,2096,4007650
"(0.5, 1.125, 0)","(0.5, 1.5, 0)","[0.4, 0.25, 0]",Green,9396,4007650
"(0.125, 1.5, 0)","(0.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,3017,4007650
"(0.5, 2.875, 0)","(0.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,447,4007650
"(0.875, 2.5, 0)","(0.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,13141,4007650
"(0.5, 2.125, 0)","(0.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,17915,4007650
"(0.125, 2.5, 0)","(0.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,11021,4007650
"(0.5, 3.875, 0)","(0.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,12985,4007650
"(0.875, 3.5, 0)","(0.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,12477,4007650
"(0.5, 3.125, 0)","(0.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,14313,4007650
"(0.125, 3.5, 0)","(0.5, 3.5, 0)","[0.25, 0.4, 0]",Green,9018,4007650
"(0.5, 4.875, 0)","(0.5, 4.5, 0)","[0.4, 0.25, 0]",Red,18743,4007650
"(0.875, 4.5, 0)","(0.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,17335,4007650
"(0.5, 4.125, 0)","(0.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,15602,4007650
"(0.125, 4.5, 0)","(0.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,13342,4007650
"(0.5, 5.875, 0)","(0.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,17003,4007650
"(0.875, 5.5, 0)","(0.5, 5.5, 0)","[0.25, 0.4, 0]",Green,5270,4007650
"(0.5, 5.125, 0)","(0.5, 5.5, 0)","[0.4, 0.25, 0]",Green,7095,4007650
"(0.125, 5.5, 0)","(0.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,11051,4007650
"(0.5, 6.875, 0)","(0.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,2400,4007650
"(0.875, 6.5, 0)","(0.5, 6.5, 0)","[0.25, 0.4, 0]",Green,4952,4007650
"(0.5, 6.125, 0)","(0.5, 6.5, 0)","[0.4, 0.25, 0]",Green,9288,4007650
"(0.125, 6.5, 0)","(0.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,10789,4007650
"(0.5, 7.875, 0)","(0.5, 7.5, 0)","[0.4, 0.25, 0]",Red,19551,4007650
"(0.875, 7.5, 0)","(0.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,15670,4007650
"(0.5, 7.125, 0)","(0.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,16354,4007650
"(0.125, 7.5, 0)","(0.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,16137,4007650
"(0.5, 8.875, 0)","(0.5, 8.5, 0)","[0.4, 0.25, 0]",Green,4912,4007650
"(0.875, 8.5, 0)","(0.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,17309,4007650
"(0.5, 8.125, 0)","(0.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,15570,4007650
"(0.125, 8.5, 0)","(0.5, 8.5, 0)","[0.25, 0.4, 0]",Green,8496,4007650
"(0.5, 9.875, 0)","(0.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,684,4007650
"(0.875, 9.5, 0)","(0.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,15273,4007650
"(0.5, 9.125, 0)","(0.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,15303,4007650
"(0.125, 9.5, 0)","(0.5, 9.5, 0)","[0.25, 0.4, 0]",Green,5213,4007650
"(1.5, 0.875, 0)","(1.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,1616,4007650
"(1.875, 0.5, 0)","(1.5, 0.5, 0)","[0.25, 0.4, 0]",Green,4831,4007650
"(1.5, 0.125, 0)","(1.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,11318,4007650
"(1.125, 0.5, 0)","(1.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,12897,4007650
"(1.5, 1.875, 0)","(1.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,14877,4007650
"(1.875, 1.5, 0)","(1.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,11626,4007650
"(1.5, 1.125, 0)","(1.5, 1.5, 0)","[0.4, 0.25, 0]",Red,19959,4007650
"(1.125, 1.5, 0)","(1.5, 1.5, 0)","[0.25, 0.4, 0]",Green,9160,4007650
"(1.5, 2.875, 0)","(1.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,12796,4007650
"(1.875, 2.5, 0)","(1.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,14111,4007650
"(1.5, 2.125, 0)","(1.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,2252,4007650
"(1.125, 2.5, 0)","(1.5, 2.5, 0)","[0.25, 0.4, 0]",Green,7649,4007650
"(1.5, 3.875, 0)","(1.5, 3.5, 0)","[0.4, 0.25, 0]",Gray,3480,4007650
"(1.875, 3.5, 0)","(1.5, 3.5, 0)","[0.25, 0.4, 0]",Gray,2697,4007650
"(1.5, 3.125, 0)","(1.5, 3.5, 0)","[0.4, 0.25, 0]",Green,5894,4007650
"(1.125, 3.5, 0)","(1.5, 3.5, 0)","[0.25, 0.4, 0]",Green,6414,4007650
"(1.5, 4.875, 0)","(1.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,11262,4007650
"(1.875, 4.5, 0)","(1.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,591,4007650
"(1.5, 4.125, 0)","(1.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,1745,4007650
"(1.125, 4.5, 0)","(1.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,17098,4007650
"(1.5, 5.875, 0)","(1.5, 5.5, 0)","[0.4, 0.25, 0]",Green,5626,4007650
"(1.875, 5.5, 0)","(1.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,13887,4007650
"(1.5, 5.125, 0)","(1.5, 5.5, 0)","[0.4, 0.25, 0]",Red,19850,4007650
"(1.125, 5.5, 0)","(1.5, 5.5, 0)","[0.25, 0.4, 0]",Green,6160,4007650
"(1.5, 6.875, 0)","(1.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,14575,4007650
"(1.875, 6.5, 0)","(1.5, 6.5, 0)","[0.25, 0.4, 0]",Green,5450,4007650
"(1.5, 6.125, 0)","(1.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,15220,4007650
"(1.125, 6.5, 0)","(1.5, 6.5, 0)","[0.25, 0.4, 0]",Gray,1978,4007650
"(1.5, 7.875, 0)","(1.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,3229,4007650
"(1.875, 7.5, 0)","(1.5, 7.5, 0)","[0.25, 0.4, 0]",Green,5052,4007650
"(1.5, 7.125, 0)","(1.5, 7.5, 0)","[0.4, 0.25, 0]",Green,7662,4007650
"(1.125, 7.5, 0)","(1.5, 7.5, 0)","[0.25, 0.4, 0]",Gray,3596,4007650
"(1.5, 8.875, 0)","(1.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,1525,4007650
"(1.875, 8.5, 0)","(1.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,17156,4007650
"(1.5, 8.125, 0)","(1.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,14526,4007650
"(1.125, 8.5, 0)","(1.5, 8.5, 0)","[0.25, 0.4, 0]",Green,7475,4007650
"(1.5, 9.875, 0)","(1.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,17206,4007650
"(1.875, 9.5, 0)","(1.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,17049,4007650
"(1.5, 9.125, 0)","(1.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,12053,4007650
"(1.125, 9.5, 0)","(1.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,1351,4007650
"(2.5, 0.875, 0)","(2.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,17853,4007650
"(2.875, 0.5, 0)","(2.5, 0.5, 0)","[0.25, 0.4, 0]",Red,18110,4007650
"(2.5, 0.125, 0)","(2.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,1412,4007650
"(2.125, 0.5, 0)","(2.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,12839,4007650
"(2.5, 1.875, 0)","(2.5, 1.5, 0)","[0.4, 0.25, 0]",Red,19869,4007650
"(2.875, 1.5, 0)","(2.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,3311,4007650
"(2.5, 1.125, 0)","(2.5, 1.5, 0)","[0.4, 0.25, 0]",Green,7165,4007650
"(2.125, 1.5, 0)","(2.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,16457,4007650
"(2.5, 2.875, 0)","(2.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,12928,4007650
"(2.875, 2.5, 0)","(2.5, 2.5, 0)","[0.25, 0.4, 0]",Green,7497,4007650
"(2.5, 2.125, 0)","(2.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,11817,4007650
"(2.125, 2.5, 0)","(2.5, 2.5, 0)","[0.25, 0.4, 0]",Gray,2467,4007650
"(2.5, 3.875, 0)","(2.5, 3.5, 0)","[0.4, 0.25, 0]",Green,8932,4007650
"(2.875, 3.5, 0)","(2.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,14618,4007650
"(2.5, 3.125, 0)","(2.5, 3.5, 0)","[0.4, 0.25, 0]",Red,19977,4007650
"(2.125, 3.5, 0)","(2.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,13058,4007650
"(2.5, 4.875, 0)","(2.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,12593,4007650
"(2.875, 4.5, 0)","(2.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,2633,4007650
"(2.5, 4.125, 0)","(2.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,13738,4007650
"(2.125, 4.5, 0)","(2.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,2300,4007650
"(2.5, 5.875, 0)","(2.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,16889,4007650
"(2.875, 5.5, 0)","(2.5, 5.5, 0)","[0.25, 0.4, 0]",Red,18906,4007650
"(2.5, 5.125, 0)","(2.5, 5.5, 0)","[0.4, 0.25, 0]",Green,7675,4007650
"(2.125, 5.5, 0)","(2.5, 5.5, 0)","[0.25, 0.4, 0]",Green,8889,4007650
"(2.5, 6.875, 0)","(2.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,17663,4007650
"(2.875, 6.5, 0)","(2.5, 6.5, 0)","[0.25, 0.4, 0]",Green,6434,4007650
"(2.5, 6.125, 0)","(2.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,3028,4007650
"(2.125, 6.5, 0)","(2.5, 6.5, 0)","[0.25, 0.4, 0]",Green,6377,4007650
"(2.5, 7.875, 0)","(2.5, 7.5, 0)","[0.4, 0.25, 0]",Green,5743,4007650
"(2.875, 7.5, 0)","(2.5, 7.5, 0)","[0.25, 0.4, 0]",Green,4770,4007650
"(2.5, 7.125, 0)","(2.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,3708,4007650
"(2.125, 7.5, 0)","(2.5, 7.5, 0)","[0.25, 0.4, 0]",Red,19683,4007650
"(2.5, 8.875, 0)","(2.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,11498,4007650
"(2.875, 8.5, 0)","(2.5, 8.5, 0)","[0.25, 0.4, 0]",Green,5607,4007650
"(2.5, 8.125, 0)","(2.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,17155,4007650
"(2.125, 8.5, 0)","(2.5, 8.5, 0)","[0.25, 0.4, 0]",Gray,2120,4007650
"(2.5, 9.875, 0)","(2.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,10811,4007650
